type, orderno, description, value, qty
PRD, 8035, "Mr Kipling Exceedingly Good 6 Red Cherry Pies", 20.12, 6
PRD, 2622, "Hollands 4 Steak & Kidney Pies 704g", 6.37, 3
PRD, 13144, "Supercook Glycerine", 10.71, 3
PRD, 9569, "Sainsbury's Taste The Difference King Prawn Tagine 400g", 25.15, 6
PRD, 13011, "Unknown - JS New products & hosting", 12.05, 8
PRD, 88268, "Image and data capture for 7 Catering Beverage product revisions", 14.45, 2
PRD, 5045, "Tesco Baby Cotton Buds 100", 1.21, 5
PRD, 3161, "Nestle Coffeemate 200g", 2.35, 3
PRD, 12225, "Sainsbury's Ready to Eat Cheese & Garlic Croutons 85g", 8.72, 8
PRD, 13423, "Sainsbury's Wholewheat Fusilli 1kg", 15.12, 2
PRD, 5471, "Schwartz Parsley & Chive Sauce For Cod 38g", 18.79, 2
PRD, 4098, "L'Oreal Special FX Studio Architect Wax 75ml", 22.35, 3
PRD, 40700, "5010003000421 Hovis® Original Wheatgerm 800g", 23.11, 9
PRD, 9512, "Simple Nourishing Hand & Nail Lotion 100ml", 5.94, 3
PRD, 3601, "Pampers Baby Dry Junior Plus 50", 22.24, 1
PRD, 10093, "Tesco Italiano Napoletana Sauce 500g", 25.53, 8
PRD, 20099, "Mr Kipling 2 Bramley Apple & Custard Lattice Pie Individuals", 15.14, 1
PRD, 3665, "Jaco Bites Passionately Pizza 50g", 7.30, 9
PRD, 1895, "Suchard Tendresses 200g", 7.90, 5
PRD, 4079, "Original Lavender Source Tea Tree & Lavender Bath Foam 350ml", 16.96, 3
PRD, 7225, "SEEDS OF CHANGE PASTA SAUCE BOLOGNESE JAR 500G", 6.00, 1
PRD, 44560, "McD Lentil Soup PM899 200ptn", 22.23, 5
PRD, 12629, "Unknown - JS New products & hosting", 12.81, 7
PRD, 4545, "Australian Gold Cool Fruits Peaches & Pears in Strawberry Flavour Jell", 13.50, 1
PRD, 10593, "Sainsbury's Pesto & Goats Cheese Tortelloni 300g", 25.89, 1
PRD, 45788, "5020379002097 HS Currant&Sultana Cke PM139 300g", 15.47, 4
PRD, 24708, "RETARDEX Oral Rinse 500ml", 14.99, 5
PRD, 10360, "Lucozade Sport Mixed Citrus", 20.13, 5
PRD, 13642, "Tesco Salad Cress Fresh", 6.68, 9
PRD, 4961, "Swizzels Matlow The Big Bag 750g", 13.90, 5
PRD, 3678, "Tesco Chicken & Bacon Baton", 10.88, 7
PRD, 6547, "Sainsbury's Active:Naturals Rich Moisturising Body Lotion 200ml", 4.32, 5
PRD, 65958, "Blanket Po for Branded and O/L products", 19.41, 3
PRD, 25658, "25mL Aroma Pill Refill Grapefruit & Pear", 13.34, 8
PRD, 2392, "Wall's Magnum Gluttony 110ml", 2.93, 4
PRD, 7416, "Schweppes Lemonade 2 Litre Bottle", 6.99, 6
PRD, 8342, "PJ Smoothie Strawberries 1 Litre", 1.71, 1
PRD, 4079, "Cussons Carex Handwash with Aloe Vera and Eucalyptus Refill 250ml ", 13.05, 2
PRD, 73596, "5010003000278 Hovis Farmhouse Wholemeal Bread 800g", 9.15, 5
PRD, 7815, "Nelsons Apis Mel. 30c", 17.00, 8
PRD, 13690, "Sainsbury's Banana Yogurt Smoothie 250ml", 7.49, 9
CR, 11730, 3.82
PRD, 89689, "5011069133665  Dawn Natural Premium Pressed Apple Juice Not From Concentrate 1 Litre  - RENEWAL FEE", 7.79, 8
PRD, 23756, "testProduct48", 17.67, 8
PRD, 24251, "Sainsburys BGTY MangoP.fruit 12x1Lt", 15.86, 1
PRD, 5471, "Schwartz Authentic Lamb Caserole Mix 35g", 9.82, 8
PRD, 44978, "5011295213902 Chef's Larder Frozen Whole Green Beans 1kg", 23.56, 6
PRD, 12225, "Sainsbury's Mixed Peppers Pre-Packed", 13.69, 4
PRD, 43562, "5013635350865 KTC CHILLI BEANS 400G", 20.08, 8
PRD, 9260, "Tesco Syrup Sponge Pudding 120g", 12.44, 9
PRD, 21020, "HALAL DICED     LAMB LEG", 13.76, 9
PRD, 30099, "5026236010595  Peter Rabbit Organic Oranges - Image Manipulation", 2.38, 5
PRD, 78559, "0098400006593 Geranium & Orange Hand Lotion", 6.31, 8
PRD, 2801, "Palmolive Aroma Therapy Bath Foam Sensual 250ml", 9.32, 9
PRD, 20189, "Boots Aconite 6c", 13.88, 5
PRD, 34727, "Bon Bon Buddies Dr Who Egg & Time Travel Game 75g", 25.04, 6
PRD, 5111, "Glade Mini-Gel Frsh Citrus 2 x 75g", 10.14, 9
PRD, 91784, "product fee", 18.52, 4
PRD, 12536, "Unknown - Brandbank Data capture Image capture", 21.71, 2
PRD, 74567, "5900567001791  MRLNY BRLNKI PAPRIKA 250G", 9.83, 1
PRD, 12033, "Confiance 30s", 3.85, 3
PRD, 8338, "Charmin Comfort White 16 Rolls for the Price of 12", 17.27, 5
PRD, 2725, "AMO blink Eye Drops 10ml", 20.66, 5
PRD, 40791, "Brandbank Image Capture (non routed) (NEW) 5000169210437  Waitrose Greengage Conserve 340g", 3.13, 5
PRD, 7497, "Burts Hand Fried Potato Chips Mature Cheddar 200g", 8.74, 2
PRD, 12522, "Sultans Turkish Delight Rose & Lemon Flavour 325g", 10.63, 3
PRD, 13272, "Unknown - Brandbank Data capture Image capture", 17.53, 9
PRD, 23001, "Tesco French doux de Montagne portions", 21.73, 8
PRD, 3967, "Maxwell House Cafe Latte 8 Bigger Mugsticks", 16.45, 7
PRD, 23756, "testProduct63", 2.30, 7
PRD, 2540, "Hoki Fillets 225g", 3.62, 7
PRD, 72179, "Adminstration fee for product upgrade x 3", 13.37, 7
PRD, 20100, "Crosse & Blackwell Snack Stop Noodles Chow Mein Flavour 89g", 12.68, 9
PRD, 12471, "Pets Pantry® from HiLife Chicken & Turkey Dinner 400g", 11.45, 8
PRD, 7334, "L'Oreal Paris Elvive Shampoo Anti-Dandruff Dry Hair 400ml", 11.46, 7
PRD, 11243, "Sainsbury's Herb Garden 3 Roll Kitchen Towel", 22.06, 2
PRD, 32804, "5060116211306 Blenheim Palace Chocolatine Raspeberry Handmade Dessert", 14.16, 6
PRD, 24004, "Image Manipulation for 8410015028623 Siglo Gran Reserva 75cl", 6.51, 9
PRD, 5958, "Glenryck Tuna Chunks in Brine 185g", 2.07, 5
PRD, 24046, "Unknown Wilko Order337", 19.22, 5
PRD, 6802, "Hartley's Reduced Sugar Apricot Jam 340g", 7.56, 7
PRD, 10157, "Signal Original Toothpaste 100ml", 19.87, 9
PRD, 4337, "Tesco Stay Fresh White Bread Medium 800g", 22.79, 9
PRD, 24046, "Unknown Wilko Order621", 5.28, 1
PRD, 7460, "Head & Shoulders For Men Anti-dandruff Shampoo 500ml", 8.28, 4
PRD, 48359, "5000159398206 STARBURST Smoothie Berry Blast stick", 8.99, 1
PRD, 5207, "Pouilly-Fume Domaine Herve Seguin 2003", 25.61, 9
PRD, 77135, "5011015001055 HB Loop The Loop 65ml", 8.82, 6
PRD, 9298, "Tiger 6x 330ml", 11.29, 8
PRD, 21249, "fanta 250 ml single splashball", 11.21, 7
PRD, 12618, "Tesco to Share... 25 Smoky Bacon Cocktail Sausages 250g", 18.58, 8
PRD, 20105, "Sainsbury's Extra Gentle Bath Soak 400ml", 15.55, 9
PRD, 45505, "Rondnoir 40g", 3.65, 6
PRD, 72642, "CAREX HAND GEL ALOE 3X200ML", 13.19, 9
PRD, 58874, "Sample cost", 8.60, 4
PRD, 11010, "Disney's Chicken Little Cake", 21.65, 3
PRD, 9848, "Tesco Look... Leave-in Detangling Spray 150ml", 12.93, 6
PRD, 10080, "Spontex 6 One Shot Tough Scourers", 14.57, 6
PRD, 3678, "Tesco Healthy Living Ham Salad Sandwich", 18.28, 2
PRD, 22895, "5019989100910 McDougalls Plain Flour PMP 89p", 24.42, 5
PRD, 4173, "Tommee Tippee Fast Flow Teats", 17.53, 5
PRD, 3566, "Tiger Balm Red 19g", 25.59, 4
PRD, 8069, "Scholl Party Feet Invisible Gel Blister Plasters", 15.33, 2
PRD, 26959, "5449000000996 Coca-Cola 330ml", 7.22, 2
PRD, 13611, "New Tree Cocoom Milk Chocolate 80g", 3.19, 3
PRD, 23756, "testProduct34", 24.68, 5
PRD, 7887, "Warburtons Good Health Sliced Wholemeal 400g", 4.30, 3
PRD, 3709, "Tesco Healthy Eating Red Cheese 250g", 10.95, 1
PRD, 8513, "Purina® Bakers Complete Big Bites 1.5kg", 17.50, 3
PRD, 20383, "5000208060221 Tetley Summer Berry Merry Fruit & Herbal 20 Bags", 12.76, 7
PRD, 9009, "Sainsbury's Bio Perform Megaperls 30 Tablets", 1.26, 6
PRD, 2331, "Wyndham Estate Bin 222", 6.93, 6
PRD, 8502, "Ocean Spray® Cranberry Select Juice Drink 1.75 Litre", 4.25, 7
PRD, 11770, "Durex Play 2 in 1 Massage 200ml", 3.43, 8
PRD, 2945, "Sainsbury's Low Price Mild Coloured Cheddar", 1.70, 2
PRD, 61880, "5019503011630 Quorn 2 Cheddar Cheese & Broccoli Escalopes 240g", 21.85, 3
PRD, 5426, "The Simpsons Bart Tin 300g", 22.95, 8
PRD, 30563, "5000168092980 McVitie's Penguin 6 x Milk 6 x Orange 6 x Mint", 1.01, 5
PRD, 10241, "Sainsbury s 4 Chunky Battered Cod Fillets 540g", 16.67, 4
PRD, 6457, "R Whites Lemonade 2 Litre ", 21.66, 1
PRD, 8581, "Maynards Farm Staffordshire Black Cured Bacon 250g", 3.28, 7
PRD, 10126, "Clipper™ Organic White Tea with Blackcurrant Flavour 25 Teabags", 22.48, 7
PRD, 2781, "Sainsbury's Four Cheese Thin & Crispy Pizza 265g", 4.17, 3
PRD, 2772, "Tesco 2 Baked Potatoes with Cheese 400g", 21.22, 1
PRD, 41490, "Colour Perfection Eyeliner Black", 7.04, 4
PRD, 33607, "Lindor Heart Tin with Crystals 212g", 22.94, 9
PRD, 10035, "Iams Select Bites in Gravy Active Maturity 7+ 4 x 100g Chicken", 22.43, 3
PRD, 6794, "TESCO SCOTTISH  HOT SMOKED TROUTFILLETS 125G", 4.94, 6
PRD, 9164, "Tesco Value White Seedless Grapes ", 24.22, 6
PRD, 7219, "Maltesers Chocolates White Bag 35 G", 24.83, 6
PRD, 46600, "8016784222110 Garofolo Mozzarella di Bufala 125g", 11.81, 4
PRD, 5391, "Tennents 12 x 550ml Bottles", 2.21, 8
PRD, 1518, "Sainsbury's Organic Wholemeal Thick Sliced Bread 800g", 7.12, 6
PRD, 1654, "Absolut Vodka Tin 50ml", 22.84, 1
PRD, 2518, "Hardys VR Reserve Cabernet Sauvignon 2001 75cl", 23.37, 1
PRD, 8297, "Tesco Garden Hand Fork", 22.59, 4
PRD, 76359, "Upgrade image and data from OWAN001 5029788602355   TROPICAL SUN MACKREL CHILLI 400G", 7.32, 7
PRD, 2849, "Sainsbury's Baked Beans 6 x 420g", 24.25, 8
PRD, 20163, "Tesco Finest 8 Honey Sweetcure Rindless Back Bacon Rashers 250g", 20.14, 6
PRD, 30182, "5000304115207 Lil-lets Tampons Mini 16s", 12.29, 6
PRD, 10979, "Gillette Venus Vibrance 4 Blades", 9.50, 7
PRD, 2240, "Original Source Tea Tree & Mint Skin Food 50ml", 22.49, 7
PRD, 12130, "Bernard Matthews 3 Turkey Escalopes 405g", 18.48, 9
PRD, 9452, "BUITONI BASILICO 400G", 10.31, 9
PRD, 74862, "Hellmanns Mayonnaise  10ltr", 5.71, 5
PRD, 21083, "5449000009500 Coca Cola Cherry 330ml", 10.94, 9
PRD, 49570, "10083604 Tesco Portabello Mushrooms 250g", 3.01, 3
CR, 4840, 77.31
PRD, 60278, "shopping fee 5017279241749 Juslike Tails Prawn 200", 10.01, 5
PRD, 86906, "5010236061039 Bernard Matthews Farms 4 Turkey Steaks in a Crispy Crumb 230g - Renewal rebate fee", 11.08, 2
PRD, 21020, "HALAL LAMB      MINCE 480G", 18.69, 3
PRD, 7132, "Rambrandt Extra Whitening Toothpaste 50ml", 22.74, 3
PRD, 13480, "MacB Sugar Free Apple & Blackcurrant Still Scottish Spring Water 50ml", 24.20, 2
PRD, 12314, "Tesco Value Leafy Salad 200g", 1.64, 3
PRD, 77482, "Processing", 16.53, 8
PRD, 72073, "5050854953507 Asda Cream Shade 23cm", 5.72, 1
PRD, 5001, "Ariel Biological Liquid 1.5L", 4.00, 4
PRD, 10979, "Right Guard for Women Total Protection Anti-Perspirant Deodorant - Inf", 15.75, 6
PRD, 8610, "Halos N Horns Kids Mango Melon Mayhem Shampoo 200ml", 21.49, 3
PRD, 2567, "Scotpak Scottish Smoked Haddock Block Fillet (undyed)", 9.73, 4
PRD, 87929, "Hosting Fee for November", 5.35, 5
PRD, 8505, "SunnyD® Caribbean Style 1.5L", 1.66, 6
PRD, 20132, "Softlips Vitamin Enriched 2g", 14.51, 5
PRD, 6161, "Heath & Heather Well-Being Fennel Herbal Infusions 50 Bags", 11.50, 2
PRD, 23756, "testProduct147", 4.05, 6
PRD, 9250, "Tesco Assorted Jam Tarts 6 Pack", 11.87, 3
PRD, 6161, "Heath & Heather Energising Morning Time Fruit & Herbal Infusions 50 Ba", 1.32, 4
PRD, 45105, "Sample Cost", 7.51, 7
PRD, 8261, "Wholebake Nutty 9 Bar 3x50g", 8.80, 9
PRD, 12897, "Nestle Kit Kat 4 Finger 16 Pack", 4.02, 7
PRD, 39919, "27685525  Asda 8 Beef Sausages 454g", 11.76, 4
PRD, 7788, "Mars Individual Egg 33g", 20.50, 1
PRD, 57253, "Shop for samples", 19.01, 1
PRD, 13576, "Tesco Chardonnay Sauce 310g", 24.44, 8
PRD, 6803, "Asda Sliced Carrots 550g", 21.66, 5
PRD, 40656, "5025251010214 4 BIG WHEATEN SLICES", 6.93, 2
PRD, 3632, "Tesco 100% Pure Squeezed With Bits 1 Ltr", 19.29, 9
PRD, 10623, "Sainsbury's Cod in Parsley Sauce 150g", 23.43, 5
PRD, 13124, "Unknown - Brandbank Data capture Image capture", 24.70, 8
PRD, 2772, "Tesco Tandoori Style Chicken with Spicy Potatoes & Yogurt Dip 370g", 25.93, 6
PRD, 71877, "01598421  OFRI006  Sainsbury's Dutch Edam 230g", 25.35, 9
PRD, 7607, "Tesco Mature Cheddar Carbery 250g", 15.16, 6
PRD, 3733, "Sensitive Skin Facial Wash Creme 150ml", 10.96, 3
PRD, 3708, "Tesco Handwash Rose 250ml", 11.38, 7
PRD, 11211, "Sacla' Classic Tomato & Roasted Vegetables 350g", 12.01, 6
PRD, 10604, "Muller Light Cherry 3 x 125g", 13.05, 8
PRD, 10592, "Macsween Traditional Haggis 1.4kg", 22.29, 5
PRD, 13500, "Tdk Fe90 5 Pack Audio Tapes", 9.05, 1
PRD, 25456, "Finest Apple Poly", 9.70, 3
PRD, 6727, "Selected Lagers of the World 4 Pack", 14.85, 2
PRD, 7667, "Gold Bunny 50g", 24.46, 1
PRD, 13697, "Unknown - JS New products & hosting", 4.55, 5
PRD, 8839, "Moo Single Cream 250ml", 24.22, 6
PRD, 63600, "JS Share Mini Cocktail Sausages", 16.77, 8
PRD, 83118, "5010067553437  Silver Spoon Caster Sugar 25kg  - Image only fee for Account ASSC001", 17.54, 3
PRD, 5111, "Autan Family Lotion 100ml", 8.73, 2
PRD, 26531, "PO 88 1 image Prada Handbag @ £10 each", 15.32, 5
PRD, 2772, "Tesco Thai Green Curry with Sticky Rice 450g", 6.79, 4
PRD, 7791, "Divine Heavenly Dark Chocolate with a Heart 100g", 6.55, 5
PRD, 7654, "Findlays Mineral Water Still 1 Litre", 8.63, 1
PRD, 87873, "Product Fee", 2.34, 7
PRD, 7291, "McDougalls Upper Crust Chicken & Bacon Pie 680g", 12.55, 8
PRD, 9718, "Sainsbury;s Freshly Frozen Chicken Ready Basted Extra Large 2.4kg", 21.41, 9
PRD, 1081, "Freschetta Cheese Suprema 300g", 14.54, 4
PRD, 3496, "Green & Blacks Organic Chocolate Mint Ice Cream 500ml", 20.38, 1
PRD, 20383, "5000208069446 Tetley Speciality Tea English Breakfast 50 Tea Bags 125g", 9.79, 8
PRD, 8912, "Tesco Coconut Delights x 6", 25.73, 5
PRD, 70847, "5060045370242  Smoked Haddock Chowder 600g", 16.93, 1
PRD, 12629, "Sainsbury's Paws with Lamb & Heart Chunks in Jelly 400g", 17.66, 8
PRD, 68219, "Twinings Clearly Refreshing Amber Keemun Tea 20s", 25.18, 9
PRD, 11988, "Brie Le Rustique 200g", 3.06, 5
PRD, 10093, "Tesco Finest Thai Chicken Soup 600g", 6.56, 1
PRD, 12693, "Brecon Carreg Sparkling Mineral Water 1.5l", 3.87, 7
PRD, 8466, "Tesco Lawn Spot Weeder 750ml", 9.83, 2
PRD, 44560, "McD Soup Minestrone PM539 100Ptn", 4.02, 8
PRD, 2222, "Winalot Rewards Beef 15 Stick", 4.66, 7
PRD, 13397, "Unknown - JS New products & hosting", 5.09, 9
PRD, 7387, "Tesco Organic Natural Cottage Cheese 200g", 20.80, 8
PRD, 7623, "Sainsbury's Basics 3 Cornish Pasties 450g", 13.83, 1
PRD, 6275, "Asda 100 One Cup Tea Bags", 19.13, 3
PRD, 30387, "Pasteurised orange & bits 1.5Ltr.", 10.19, 2
PRD, 7783, "Sainsbury's Basics 10 Choc Ices ", 20.76, 5
PRD, 6203, "Fox's Chocolate Fudge Crunch Creams 99p", 13.42, 6
PRD, 22926, "Barn mixed weight x 12", 9.92, 9
PRD, 3666, "Tesco Fish Triple Pack Sandwich", 9.93, 3
PRD, 12595, "Tesco Organic Sweetened Soya 1litre", 8.47, 3
PRD, 12386, "Unknown - JS New products & hosting", 20.51, 5
PRD, 10783, "Walkers White Choc & Raspberry Biscuits 150g", 21.71, 5
PRD, 75198, "5010487077940 Radox H/Wash Cln&Protect Twin", 6.92, 2
PRD, 11475, "Tesco Finest Marbled Plain Chocolate Egg & Mini Truffle Eggs 210g", 8.60, 6
PRD, 23681, "Jasmine & Fresia Refill Can", 23.48, 1
PRD, 5648, "Libby's Apple & Berry 250ml", 7.56, 4
PRD, 6437, "Olbas Blackcurrant Pastilles 40g", 23.89, 3
PRD, 4281, "Colgate Menthol Dental Gum 10 Pieces", 7.58, 5
PRD, 11949, "Unknown - Tesco OL Image Only", 10.59, 8
PRD, 5901, "Saisnbury's White Happy Birthday Cake Bar", 23.89, 8
PRD, 1849, "Sainsbury's Big Chilli Tortilla Chips 200g", 1.29, 1
PRD, 9575, "Sainsbury's Be Good To Yourself Achaari Chicken 400g", 24.60, 5
PRD, 61880, "5019503019551 Quorn Big Bites Hot & Spicy 230g", 14.81, 3
PRD, 3298, "Barossa Valley Estate Shiraz 2000 75cl", 15.49, 9
PRD, 28315, "Fresh Fruit Salad- 160g EAN to be confirmed from sample", 11.29, 1
PRD, 11722, "Princes Beef Meatballs in a Spicy Tomato Sauce 410g", 1.79, 6
PRD, 11056, "Tesco Organic Green Beans Class I 250g", 23.08, 3
PRD, 10860, "Sainsbury's Chicken Balti", 11.37, 3
PRD, 11862, "Unknown - Brandbank Data capture Image capture", 5.31, 4
PRD, 82216, "01055948  TTD Sri Lankan Prawn Biryani 500g     - Sample picking fee", 7.39, 9
PRD, 11949, "Unknown - Tesco OL Image Only", 4.38, 2
PRD, 12546, "Tesco Italian Chunky Beef Lasagne 450g", 2.73, 7
PRD, 2276, "Sainsbury's Chicken in a BBQ Sauce 340g", 8.61, 3
PRD, 13124, "Unknown - Brandbank Data capture Image capture", 12.55, 9
PRD, 4098, "L'Oreal Elvive Anti-Frizz Serum Smooth-Intense 100ml", 22.34, 7
PRD, 3018, "Tesco Kids Chocolate Milk 1 Litre", 18.53, 9
PRD, 4247, "Tesco Fresh Fruit Salad 750g", 1.86, 3
PRD, 9661, "White Chocolate Corky's Vodka Shots 70cl", 13.58, 5
PRD, 21074, "5000237088289 SKIPS SKIPS PRAWN COCKTAIL 48x18G", 17.27, 2
PRD, 7911, "Ambi Pur Innocence Pure Light Cotton Refill 20ml", 9.61, 7
PRD, 3784, "Castelli Mozzarella Di Bufala Campana 125g", 9.02, 6
PRD, 1495, "Paul Masson Winery California White Zinfandel 750ml", 15.56, 7
PRD, 3876, "Sainsbury's Deep Filled Puff Pastry Steak & Guinness Pie", 16.52, 7
PRD, 7232, "BISC& M&M'S CHOCOLATE BISCUIT WRAPPER 34.5 G", 10.32, 2
PRD, 8656, "Tesco Special Buy Fresh Turkey Stir Fry Strips 400g", 11.98, 3
PRD, 9546, "Sainsbury's SO Organic Chocolate Chip Cookies 150g", 13.93, 6
PRD, 13013, "Tesco Ardennes Pate 175g", 24.49, 9
PRD, 6812, "Sun-Pat Super Smooth Peanut Butter 454g", 24.27, 4
PRD, 12125, "Clearspring Organic Roasted Soya Snack with Onion 55g", 1.48, 8
PRD, 12397, "Duchy Collection Lavender Hand Moisturiser 250ml", 1.32, 5
PRD, 10334, "Sainsbury's Antibacterial Cleaner 500ml", 7.67, 8
PRD, 21083, "0016000718807 Betty Crocker® Chocolate Fudge Brownie Mix 415g", 15.02, 2
PRD, 20135, "The Bombay Brasserie Masala Aloo", 4.14, 7
PRD, 11792, "My Dolmio Pasta Twists 200g", 9.50, 3
PRD, 9848, "Tesco Extra Care Fluoride Toothpaste Stain Prevention Whitening 100ml", 7.79, 9
PRD, 2849, "Sainsbury's Shredded Beetroot in Sweet Vinegar 340g", 7.54, 4
PRD, 11332, "Sainsbury's Continental Collection Easter Egg 210g", 7.47, 2
PRD, 9240, "Sainsbury's SO Organic Sage and Onion Stuffing Mix 113g", 6.61, 6
PRD, 4898, "FastAid Waterproof x 40", 25.56, 4
PRD, 13453, "Birds Eye 100% Chicken Mini Fillets x 6 In A Yummy Smokey BBQ Glaze 21", 2.25, 7
PRD, 86951, "5014734555021 Product Renewal Red Kooga Natural Energy Release 30 Tablets", 4.32, 8
PRD, 11704, "Meantime India Pale Ale 750ml", 14.34, 3
PRD, 6082, "Scooby-Doo! Pizza Dippers 50g", 12.18, 4
PRD, 1906, "Maxwell House Coffee Granules 200g", 18.51, 3
PRD, 7132, "Duracell Plus Advanced Performance AA  2 Pack", 9.18, 5
PRD, 10734, "Dettol Floor Wipes Multi-Action 4in1", 4.85, 7
PRD, 6196, "Asda Throat Lozenges Original 24", 13.63, 7
PRD, 2558, "Cricketer Farmhouse Butter 250g", 4.87, 7
PRD, 12043, "Schwarzkopf Live Duo Intense 2 in 1 Toner Cream 868 Energetic Red", 13.42, 1
PRD, 6828, "Asda 4 Steak & Mushroom Pies 567g", 22.43, 2
PRD, 9719, "Ambrosia Low Fat Custard 4 x 135g", 7.62, 6
PRD, 3327, "Yestamin Brewers Yeast 1000 High Potency Tablets", 1.62, 7
PRD, 3926, "Shloer Apple & Cinnamon Sparkling Juice Drink 1 Litre", 13.60, 6
PRD, 25668, "1 IPOD Nano                     1 @ £10 = £10", 19.75, 4
PRD, 8328, "Tesco No Added Sugar Banana Flavour Delight 49g", 7.16, 9
PRD, 10249, "Homepride® Pasta Bake Four Cheese 500g", 4.46, 9
PRD, 40700, "5010003054523 Hovis® Golden Wholemeal Rolls x 6", 1.53, 2
PRD, 1325, "Sainsbury's Barbecue Bamboo Skewers", 2.11, 3
PRD, 3702, "Tesco Vegetarian 2 Tomato & emmental Cheese Puff Pastry Tarts 220g", 5.14, 6
PRD, 6512, "Tesco Healthy Living Oriental Noodle Snack in a Pot 57g", 9.59, 5
PRD, 44978, "5011295044551 Happy Shopper Mixed Vegetables 500g", 19.86, 2
PRD, 4232, "Tesco British Classics Sausage & Mash 450g", 15.52, 3
PRD, 26186, "5026139130062 Fudges Cheddar Wafers 100g upgrade from JSOL to Branded", 20.08, 9
PRD, 3902, "Sainsbury's Feel Alive Herbal Blands Bergamot & Mandarin Foam Bath 750", 22.01, 2
PRD, 20728, "Sainsburys Massage Sponge - white", 21.21, 3
PRD, 7548, "Muller Light Lemon Cheesecake Flavour Yogurt 175g", 10.42, 4
PRD, 2772, "Tesco Mini Chinese Snack Selection 185g", 1.12, 3
PRD, 20066, "Trimlyne Organic Melba Toast 100g", 22.56, 1
PRD, 20728, "Sainsburys Bath Sponge - blue", 17.02, 6
PRD, 13275, "Sainsbury's Chinese Sweet & Sour Cooking Sauce 500g", 7.40, 3
PRD, 5308, "Bonne Maman Light & Fruity Orange 250g", 5.99, 6
PRD, 8969, "Vimto 250ml", 6.32, 1
PRD, 57836, "Deux Fleurs Corbieres Red", 19.61, 4
PRD, 8660, "Olay Total Effects 7x Age-Defying Face Wash 150ml", 8.80, 2
PRD, 21575, "Duchy Originals Organic Chocolate Thins 200g", 7.29, 1
PRD, 8648, "Tesco Barbecue Beef Rump Steaks 310g", 12.93, 4
PRD, 3902, "Sainsbury's Soak Me Crushed Ice Foam Bath 2 Litre", 15.38, 7
PRD, 12008, "Unknown - JS New products & hosting", 23.90, 6
PRD, 3116, "Mum Unperfumed Anti-Perspirant Deodorant 50ml", 6.35, 3
PRD, 45624, "Tulip Honey Roast Ham 113g", 23.38, 5
PRD, 3684, "Birds Eye Chicken Jalfrezi with Rice 375g", 17.28, 4
PRD, 7681, "Mars Midnight |ce Cream Bars 8 Pack 100% Extra Free", 3.38, 6
PRD, 6297, "Glow in the Dark Ants", 1.59, 4
PRD, 4173, "Tommee Tippee Steam Steriliser with Starter Kit", 6.26, 4
PRD, 9654, "Apple & Grape Snack Pack 80g", 24.82, 8
PRD, 13174, "Sainsbury's Be Good to Yourself Chicken Balti & Pilau Rice 400g", 11.75, 2
PRD, 6083, "Fiddes Payne Grind Fresh Mill Roast Garlic 63g", 17.94, 5
PRD, 12736, "Unknown - Tesco OL Image Only", 21.44, 2
PRD, 21627, "Tesco Streaky Bacon Style Rashers Meat Free", 16.26, 8
PRD, 60684, "5011898007328  Rubicon Guava Exotic Juice Drink 288ml", 5.32, 7
PRD, 72447, "5010487604191 SOFT+GENTLE JASMIN ROLL ON 2X50ML", 20.04, 2
PRD, 5383, "Galaxy Caramel Sundae 128g", 16.64, 1
PRD, 5402, "Just Juice Pineapple Juice 200ml", 25.79, 7
PRD, 11103, "Good Boy Chewy Shoe Twinpack", 23.35, 3
PRD, 81607, "Shopping Fee", 7.93, 6
PRD, 3708, "Tesco Value Hand & Body Lotion 500ml", 6.57, 7
PRD, 29676, "Wolf Blass Eaglehawk Rose 2006", 16.77, 6
PRD, 12243, "Olay Complete Care For Dry/Normal/Combination Skin 50ml", 10.06, 8
PRD, 26060, "Weight Watchers Carrot & Swede Mash                        250g", 22.21, 3
PRD, 11591, "Tesco Finest Triple Chocolate Danish", 24.81, 4
PRD, 13016, "Unknown - Brandbank Data capture Image capture", 17.48, 6
PRD, 11739, "Femfresh Body Wash 250ml", 8.11, 5
PRD, 24046, "Unknown Wilko Order202", 5.29, 9
PRD, 76194, "5060099244704 Look What We Found! Steve Gibbs' Evensong Ale Sauce 200g", 12.05, 7
PRD, 1349, "Charmin Comfort Peach Colour 12 Single Rolls", 7.20, 2
PRD, 11755, "Tesco Steak & Murphy's Stout With Irish Cheddar Mash 450g", 3.43, 1
PRD, 4697, "Belazu Borettane Onions in Balsamic Vinegar 310g", 3.43, 6
PRD, 11865, "Tesco 4 Fresh Cream Chocolate Eclairs", 2.23, 9
PRD, 13700, "Ariel Colour & Style Liquid Bottle 2.5L", 15.47, 4
PRD, 2117, "Carters Root Beer 6 x 330ml Cans", 3.87, 6
PRD, 86196, "JS CALLALOO 540G 5029788900055", 1.81, 2
PRD, 13388, "Asda Pork & Bacon Meatballs in Gravy 400g", 24.41, 6
PRD, 2096, "Wagg Delishus Cheese Sauce For Dogs 560g", 12.18, 5
PRD, 9164, "Tesco Juicing Grapefruit 5 Pack", 10.19, 9
PRD, 8518, "Sainsbury's Coronation Chicken Salad 250g", 24.64, 4
PRD, 24046, "Unknown Wilko Order4", 8.98, 8
CR, 7612, 192.29
